ToolID	type	stackSize	price	EN	FR	DE	ES	BR	CN	JP	RU
clay	material	100	50	Clay{desc}A special kind of dirt used to craft pots, and other items.	Argile{desc}Roche spéciale utilisée pour fabriquer des pots et bien d'autres choses.	Ton{desc}Eine spezielle Art von Erde, aus der Töpfe und andere Gegenstände hergestellt werden.	Arcilla{desc}Tipo de tierra especial que se usa para fabricar vasijas y otros objetos.	Argila{desc}Um tipo de terra especial, usada para criar vasos e outros itens.	黏土{desc}一种特殊质地的土，可用来制作土罐以及其他物品。	粘土{desc}独特な泥。ポットなどのアイテムを作るのに使える。	Глина{desc}Особый вид земли, используется для изготовления горшков и других предметов.
seaGlass	material	100	50	Sea Glass{desc}Weathered glass, used to craft bottles and other items.	Verre de mer{desc}Verre érodé utilisé pour fabriquer des flacons et bien d'autres choses.	Meerglas{desc}Verwittertes Glas, aus dem Flaschen und andere Dinge hergestellt werden.	Cristal marino{desc}Cristal gastado que se usa para hacer botellas y otros objetos.	Vidro Marinho{desc}Vidro resistente, usado para criar garrafas e outros itens.	海玻璃{desc}风化玻璃，可用来制作瓶子以及其他物品。	シーグラス{desc}風雨にさらされたガラスで、ビンなどのアイテムを作るのに使える。	Морское стекло{desc}Необходимый материал для изготовления бутылок и других предметов.
poison	material	100	100	Poison{desc}A harmful, but useful goo.	Poison{desc}Substance visqueuse aussi nocive qu'utile.	Gift{desc}Ein schädlicher, aber nützlicher Schleim.	Veneno{desc}Un pringue nocivo pero muy útil.	Veneno{desc}Gosma nociva, porém útil.	毒药{desc}有害但有用的粘稠物。	毒{desc}危険だけれど役に立つネバネバ。	Яд{desc}Вредное, но полезное вещество.
snowball	material	100	150	Snowball{desc}A spherical object made from frozen water.	Boule de neige{desc}Objet sphérique composé d'eau gelée.	Schneeball{desc}Ein rundes Objekt aus gefrorenem Wasser.	Bola de nieve{desc}Objeto esférico hecho de agua congelada.	Bola de Neve{desc}Objeto esférico feito de água congelada.	雪球{desc}由固态水构成的圆形物。	雪玉{desc}凍った水でできている球状の物体。	Снежок{desc}Сферический объект, сделанный из замерзшей воды.
sparks	material	100	200	Sparks{desc}Tiny electric particles.	Étincelle{desc}Minuscule particule électrique.	Funken{desc}Kleine elektrische Teilchen.	Chispas{desc}Pequeñas partículas eléctricas.	Faíscas{desc}Pequenas partículas elétricas.	火花{desc}微小的电粒子。	スパーク{desc}小さな電気の粒子。	Искры{desc}Мельчайшие электрические частицы.
fireball	material	100	300	Fireball{desc}A spherical object made of fire.	Boule de feu{desc}Objet sphérique composé de feu.	Feuerball{desc}Ein rundes Objekt aus Feuer.	Bola de fuego{desc}Objeto esférico hecho de fuego.	Bola de Fogo{desc}Objeto esférico feito de fogo.	火球{desc}由火构成的球状物。	火の玉{desc}炎でできている球状の物体。	Огненный шар{desc}Сферический объект, сделанный из огня.
darkMatter	material	100	400	Dark Matter{desc}Matter belonging to another plane of existence.	Matière noire{desc}Matière appartenant à une autre dimension.	Dunkle Materie{desc}Materie, die einer anderen Existenzebene angehört.	Materia oscura{desc}Materia que pertenece a otro plano existencial.	Matéria Obscura{desc}Matéria que pertence a outro plano de existência.	暗物质{desc}属于另一个星球的物质。	ダークマター{desc}別次元からやってきた物質。	Темная материя{desc}Материя из другого измерения.
dreamDrop	material	100	400	Dream Drop{desc}Crystallized psychic energy.	Goutte onirique{desc}Énergie psychique cristallisée.	Traumtropfen{desc}Kristallisierte psychische Energie.	Gota onírica{desc}Energía psíquica cristalizada.	Gota de Sonho{desc}Energia paranormal cristalizada.	梦露{desc}通灵能量晶体。	ドリームドロップ{desc}超常的なネルギーが結晶化したもの。	Капля мечты{desc}Кристаллизованная магическая энергия.
cloth	material	100	6	Cloth{desc}A soft material made from plant fibre. Used to craft various items.	Tissu{desc}Matière souple conçue à partir de fibre végétale. Sert à fabriquer de nombreux objets.	Stoff{desc}Ein weiches Material aus Pflanzenfasern. Wird benutzt, um verschiedene Dinge herzustellen.	Trapo{desc}Material suave hecho a partir de fibras vegetales. Se usa para fabricar diferentes objetos.	Tecido{desc}Um material macio feito de capim. Usado para criar diversos itens.	布料{desc}由植物纤维制成的柔软材料。可用于制作多种物品。	布{desc}植物繊維からできているやわらかい素材。さまざまなアイテムを作るのに使う。	Ткань{desc}Мягкий материал, сделанный из растительных волокон. Используется для изготовления различных предметов.
ingotCopper	material	100	200	Copper Ingot{desc}Used to craft various items. Obtained by smelting Copper Ore in a Furnace.	Lingot de cuivre{desc}Sert à fabriquer de nombreux objets. S'obtient en fondant du minerai de cuivre dans un fourneau.	Kupferbarren{desc}Wird benutzt, um verschiedene Dinge herzustellen. Entsteht durch das Einschmelzen von Kupfererz in einem Hochofen.	Lingote de cobre{desc}Se usa para fabricar diferentes objetos. Se obtiene al fundir cobre en una fragua.	Barra de Cobre{desc}Usada para criar diversos itens. Obtida ao fundir minério de cobre em uma fornalha.	铜锭{desc}可用于制作多种物品。可通过在锻造炉融化铜矿获得。	銅のインゴット{desc}さまざまなアイテムを作るのに使う。銅鉱石をかまどで溶かすと入手できる。	Медный Слиток{desc}Используется для изготовления различных предметов. Получается путем плавки медной руды в печи.
ingotIron	material	100	400	Iron Ingot{desc}Used to craft various items. Obtained by smelting Iron Ore in a Furnace.	Lingot de fer{desc}Sert à fabriquer de nombreux objets. S'obtient en fondant du minerai de fer dans un fourneau.	Eisenbarren{desc}Wird benutzt, um verschiedene Dinge herzustellen. Entsteht durch das Einschmelzen von Eisenerz in einem Hochofen.	Lingote de hierro{desc}Se usa para fabricar diferentes objetos. Se obtiene al fundir hierro en una fragua.	Barra de Ferro{desc}Usada para criar diversos itens. É obtida ao fundir minério de ferro em uma fornalha.	铁锭{desc}可用于制作多种物品。可通过在锻造炉融化铁矿获得。	鉄のインゴット{desc}さまざまなアイテムを作るのに使う。鉄鉱石をかまどで溶かすと入手できる。	Железный Слиток{desc}Используется для изготовления различных предметов. Получается путем плавки железной руды в печи.
ingotMoonstone	material	100	2000	Moonstone Ingot{desc}Used to craft various items. Obtained by smelting Moonstone in a Furnace.	Lingot de pierre de lune{desc}Sert à fabriquer de nombreux objets. S'obtient en fondant des pierres de lune dans un fourneau.	Mondsteinbarren{desc}Wird benutzt, um verschiedene Dinge herzustellen. Entsteht durch das Einschmelzen von Mondstein in einem Hochofen.	Lingote de piedra lunar{desc}Se usa para fabricar diferentes objetos. Se obtiene al fundir una piedra lunar en una fragua.	Barra de Selenita{desc}Usada para criar diversos itens. É obtida ao fundir Selenita em uma fornalha.	月石锭{desc}可用于制作多种物品。可通过在锻造炉融化月石获得。	ムーンストーンのインゴット{desc}さまざまなアイテムを作るのに使う。ムーンストーンをかまどで溶かすと入手できる。	Лунный Слиток{desc}Используется для изготовления различных предметов. Получается путем плавки лунного камня в печи.
ash	material	100	10	Ash{desc}Used to stabilize concoctions. Obtained by burning wood in a Furnace.	Tas de cendres{desc}Permet de stabiliser les préparations. S'obtient en faisant brûler du bois dans un fourneau.	Asche{desc}Wird benutzt, um Mixturen zu stabilisieren. Entsteht durch Verbrennen von Holz in einem Hochofen.	Ceniza{desc}Se usa para equilibrar los brebajes. Se obtiene al quemar madera en una fragua.	Cinzas{desc}Usada para estabilizar preparações. É obtida ao queimar madeira na fornalha.	灰烬{desc}用来稳定调制糊糊。可通过在锻造炉燃烧木头获得。	灰{desc}調合物を安定化させるのに使う。木材をかまどで燃やすと入手できる。	Пепел{desc}Используется для стабилизации настоек. Получается путем сжигания древесины в печи.
											
talismanCleanse	item	100		Cleanse Talisman{desc}Feed to a Spirit to remove a card from their deck.	Talisman de purge{desc}Donne-le à un esprit pour supprimer une carte de son deck.	Talisman der Reinigung{desc}Verfüttere ihn an einen Geist, um eine Karte aus seinem Deck zu entfernen.	Talismán purificador{desc}Dáselo a un espíritu para eliminar una carta de su mazo.	Talismã da Purificação{desc}Use para alimentar um Espírito e Remover uma carta do baralho dele.	清洗法宝{desc}供给精灵，即可从其卡组中移除一张卡牌。	浄化のタリスマン{desc}精霊に与えると、そのデッキからカードを1枚減らせる。	Талисман Очищения{desc}Дайте духу, чтобы удалить карту из его колоды.
talismanMeditate	item	100		Meditate Talisman{desc}Feed to a Spirit to upgrade a card from their deck.	Talisman de méditation{desc}Donne-le à un esprit pour améliorer une carte de son deck.	Talisman der Meditation{desc}Verfüttere ihn an einen Geist, um eine Karte aus seinem Deck zu verbessern.	Talismán reflexivo{desc}Dáselo a un espíritu para mejorar una carta de su mazo.	Talismã da Meditação{desc}Use para alimentar um Espírito e Melhorar uma carta do baralho dele.	冥思法宝{desc}供给精灵，即可从其卡组中升级一张卡牌。	めい想のタリスマン{desc}精霊に与えると、そのデッキのカードを1枚アップグレードできる。	Талисман Медитации{desc}Дайте духу, чтобы улучшить карту в его колоде.
talismanStudy	item	100		Study Talisman{desc}Feed to a Spirit to add a card to their deck.	Talisman d'apprentissage{desc}Donne-le à un esprit pour ajouter une carte à son deck.	Talisman des Lernens{desc}Verfüttere ihn an einen Geist, um seinem Deck eine Karte hinzuzufügen.	Talismán erudito{desc}Dáselo a un espíritu para añadir una carta a su mazo.	Talismã de Estudo{desc}Use para alimentar um Espírito e Acrescentar uma carta ao baralho dele.	学习法宝{desc}供给精灵，即可为其卡组添加一张卡牌。	学びのタリスマン{desc}精霊に与えると、そのデッキにカードを1枚追加できる。	Талисман Знания{desc}Дайте духу, чтобы добавить новую карту в его колоду.
